date,location_identifier,transactions
20-06-2017,location_11,2569
20-06-2017,location_12,1397
20-06-2017,location_13,1279
20-06-2017,location_14,1841
20-06-2017,location_15,1394
20-06-2017,location_16,1134
20-06-2017,location_17,1581
20-06-2017,location_18,1345
20-06-2017,location_19,1959
20-06-2017,location_20,1943
20-06-2017,location_23,1232
20-06-2017,location_24,2846
20-06-2017,location_25,977
20-06-2017,location_26,598
20-06-2017,location_27,1788
20-06-2017,location_28,1272
20-06-2017,location_29,1124
20-06-2017,location_30,801
20-06-2017,location_31,1699
20-06-2017,location_32,700
20-06-2017,location_33,1308
20-06-2017,location_34,2714
20-06-2017,location_35,802
20-06-2017,location_36,1245
20-06-2017,location_37,1994
20-06-2017,location_38,2433
20-06-2017,location_39,1919
20-06-2017,location_40,1576
20-06-2017,location_41,1405
20-06-2017,location_43,1468
20-06-2017,location_44,5857
20-06-2017,location_45,5077
20-06-2017,location_46,5405
20-06-2017,location_47,5209
20-06-2017,location_48,4578
20-06-2017,location_49,4259
20-06-2017,location_50,3884
20-06-2017,location_51,2583
20-06-2017,location_53,1206
20-06-2017,location_54,1019
21-06-2017,location_1,518
21-06-2017,location_2,2057
21-06-2017,location_3,3363
21-06-2017,location_4,1825
21-06-2017,location_5,1539
21-06-2017,location_6,2217
21-06-2017,location_7,1612
21-06-2017,location_8,2297
21-06-2017,location_9,2185
21-06-2017,location_10,961
21-06-2017,location_11,2665
21-06-2017,location_12,1274
21-06-2017,location_13,931
21-06-2017,location_14,1122
21-06-2017,location_15,1112
21-06-2017,location_16,1178
21-06-2017,location_17,1506
21-06-2017,location_18,1205
21-06-2017,location_19,1391
21-06-2017,location_20,2141
21-06-2017,location_23,1058
21-06-2017,location_24,1845
21-06-2017,location_25,737
21-06-2017,location_26,648
21-06-2017,location_27,1929
21-06-2017,location_28,1483
21-06-2017,location_29,1271
21-06-2017,location_30,779
21-06-2017,location_31,1775
21-06-2017,location_32,764
21-06-2017,location_33,1176
21-06-2017,location_34,2107
21-06-2017,location_35,763
21-06-2017,location_36,1328
21-06-2017,location_37,1303
21-06-2017,location_38,2401
21-06-2017,location_39,1684
21-06-2017,location_40,1235
21-06-2017,location_41,1309
21-06-2017,location_43,1406
21-06-2017,location_44,4483
21-06-2017,location_45,4044
21-06-2017,location_46,4616
21-06-2017,location_47,4314
21-06-2017,location_48,4066
21-06-2017,location_49,3030
21-06-2017,location_50,3128
21-06-2017,location_51,1945
21-06-2017,location_53,1132
21-06-2017,location_54,1219
22-06-2017,location_1,1824
22-06-2017,location_2,1856
22-06-2017,location_3,2982
22-06-2017,location_4,1527
22-06-2017,location_5,1482
22-06-2017,location_6,1757
22-06-2017,location_7,1706
22-06-2017,location_8,2677
22-06-2017,location_9,1952
22-06-2017,location_10,951
22-06-2017,location_11,2156
22-06-2017,location_12,1302
22-06-2017,location_13,945
22-06-2017,location_14,1463
22-06-2017,location_15,1577
22-06-2017,location_16,973
22-06-2017,location_17,1357
22-06-2017,location_18,1353
22-06-2017,location_19,1288
22-06-2017,location_20,1376
22-06-2017,location_23,984
22-06-2017,location_24,2380
22-06-2017,location_25,655
22-06-2017,location_26,513
22-06-2017,location_27,1454
22-06-2017,location_28,1096
22-06-2017,location_29,963
22-06-2017,location_30,719
22-06-2017,location_31,1357
22-06-2017,location_32,590
22-06-2017,location_33,1146
22-06-2017,location_34,2168
22-06-2017,location_35,646
22-06-2017,location_36,1087
22-06-2017,location_37,1565
22-06-2017,location_38,1562
22-06-2017,location_39,1421
22-06-2017,location_40,1592
22-06-2017,location_41,1007
22-06-2017,location_43,1408
22-06-2017,location_44,3970
22-06-2017,location_45,3323
22-06-2017,location_46,3299
22-06-2017,location_47,3483
22-06-2017,location_48,2693
22-06-2017,location_49,2567
22-06-2017,location_50,2273
22-06-2017,location_51,1665
22-06-2017,location_53,755
22-06-2017,location_54,910
23-06-2017,location_1,1792
23-06-2017,location_2,1846
23-06-2017,location_3,2890
23-06-2017,location_4,1483
23-06-2017,location_5,1398
23-06-2017,location_6,1683
23-06-2017,location_7,1722
23-06-2017,location_8,2550
23-06-2017,location_9,1985
23-06-2017,location_10,997
23-06-2017,location_11,2152
23-06-2017,location_12,1225
23-06-2017,location_13,950
23-06-2017,location_14,1376
23-06-2017,location_15,1501
23-06-2017,location_16,850
23-06-2017,location_17,1333
23-06-2017,location_18,1403
23-06-2017,location_19,1147
23-06-2017,location_20,1412
23-06-2017,location_23,1009
23-06-2017,location_24,2285
23-06-2017,location_25,656
23-06-2017,location_26,483
23-06-2017,location_27,1317
23-06-2017,location_28,1214
23-06-2017,location_29,1075
23-06-2017,location_30,744
23-06-2017,location_31,1428
23-06-2017,location_32,652
23-06-2017,location_33,1106
23-06-2017,location_34,1964
23-06-2017,location_35,764
23-06-2017,location_36,1191
23-06-2017,location_37,1479
23-06-2017,location_38,1350
23-06-2017,location_39,1317
23-06-2017,location_40,1548
23-06-2017,location_41,935
23-06-2017,location_43,1265
23-06-2017,location_44,3818
23-06-2017,location_45,3048
23-06-2017,location_46,3039
23-06-2017,location_47,3343
23-06-2017,location_48,2512
23-06-2017,location_49,2447
23-06-2017,location_50,2149
23-06-2017,location_51,1495
23-06-2017,location_53,742
23-06-2017,location_54,788
24-06-2017,location_1,1792
24-06-2017,location_2,1977
24-06-2017,location_3,3011
24-06-2017,location_4,1548
24-06-2017,location_5,1408
24-06-2017,location_6,1750
24-06-2017,location_7,1843
24-06-2017,location_8,2671
24-06-2017,location_9,1737
24-06-2017,location_10,890
24-06-2017,location_11,1889
24-06-2017,location_12,1146
24-06-2017,location_13,835
24-06-2017,location_14,1313
24-06-2017,location_15,1437
24-06-2017,location_16,870
24-06-2017,location_17,1168
24-06-2017,location_18,1286
24-06-2017,location_19,1133
24-06-2017,location_20,1319
24-06-2017,location_23,1037
24-06-2017,location_24,2453
24-06-2017,location_25,664
24-06-2017,location_26,478
24-06-2017,location_27,1406
24-06-2017,location_28,988
24-06-2017,location_29,879
24-06-2017,location_30,673
24-06-2017,location_31,1173
24-06-2017,location_32,550
24-06-2017,location_33,948
24-06-2017,location_34,1811
24-06-2017,location_35,595
24-06-2017,location_36,926
24-06-2017,location_37,1643
24-06-2017,location_38,1509
24-06-2017,location_39,1183
24-06-2017,location_40,1288
24-06-2017,location_41,985
24-06-2017,location_43,1153
24-06-2017,location_44,4222
24-06-2017,location_45,3206
24-06-2017,location_46,3070
24-06-2017,location_47,765
24-06-2017,location_48,2449
24-06-2017,location_49,2561
24-06-2017,location_50,2141
24-06-2017,location_51,1757
24-06-2017,location_53,804
24-06-2017,location_54,639
25-06-2017,location_1,1708
25-06-2017,location_2,1791
25-06-2017,location_3,2838
25-06-2017,location_4,1294
25-06-2017,location_5,1248
25-06-2017,location_6,1577
25-06-2017,location_7,1670
25-06-2017,location_8,2397
25-06-2017,location_9,1755
25-06-2017,location_10,859
25-06-2017,location_11,1916
25-06-2017,location_12,1179
25-06-2017,location_13,808
25-06-2017,location_14,1306
25-06-2017,location_15,1353
25-06-2017,location_16,863
25-06-2017,location_17,1190
25-06-2017,location_18,1271
25-06-2017,location_19,1036
25-06-2017,location_20,1399
25-06-2017,location_23,899
25-06-2017,location_24,2078
25-06-2017,location_25,640
25-06-2017,location_26,457
25-06-2017,location_27,1262
25-06-2017,location_28,1008
25-06-2017,location_29,883
25-06-2017,location_30,690
25-06-2017,location_31,1322
25-06-2017,location_32,594
25-06-2017,location_33,899
25-06-2017,location_34,1881
25-06-2017,location_35,647
25-06-2017,location_36,973
25-06-2017,location_37,1509
25-06-2017,location_38,1333
25-06-2017,location_39,1239
25-06-2017,location_40,1247
25-06-2017,location_41,909
25-06-2017,location_43,1064
25-06-2017,location_44,3387
25-06-2017,location_45,2895
25-06-2017,location_46,2834
25-06-2017,location_47,3038
25-06-2017,location_48,2269
25-06-2017,location_49,2401
25-06-2017,location_50,2005
25-06-2017,location_51,1458
25-06-2017,location_53,734
25-06-2017,location_54,648
26-06-2017,location_1,1829
26-06-2017,location_2,2007
26-06-2017,location_3,3181
26-06-2017,location_4,1584
26-06-2017,location_5,1311
26-06-2017,location_6,1695
26-06-2017,location_7,1867
26-06-2017,location_8,2827
26-06-2017,location_9,1690
26-06-2017,location_10,787
26-06-2017,location_11,2049
26-06-2017,location_12,1103
26-06-2017,location_13,868
26-06-2017,location_14,1191
26-06-2017,location_15,1375
26-06-2017,location_16,805
26-06-2017,location_17,1199
26-06-2017,location_18,1204
26-06-2017,location_19,1151
26-06-2017,location_20,1265
26-06-2017,location_23,1050
26-06-2017,location_24,2478
26-06-2017,location_25,840
26-06-2017,location_26,463
26-06-2017,location_27,1268
26-06-2017,location_28,890
26-06-2017,location_29,799
26-06-2017,location_30,657
26-06-2017,location_31,1260
26-06-2017,location_32,549
26-06-2017,location_33,872
26-06-2017,location_34,2102
26-06-2017,location_35,519
26-06-2017,location_36,961
26-06-2017,location_37,1622
26-06-2017,location_38,1496
26-06-2017,location_39,1232
26-06-2017,location_40,1230
26-06-2017,location_41,790
26-06-2017,location_43,1096
26-06-2017,location_44,4025
26-06-2017,location_45,3483
26-06-2017,location_46,3076
26-06-2017,location_47,3397
26-06-2017,location_48,2543
26-06-2017,location_49,2862
26-06-2017,location_50,2328
26-06-2017,location_51,1772
26-06-2017,location_53,787
26-06-2017,location_54,730
27-06-2017,location_1,1301
27-06-2017,location_2,1979
27-06-2017,location_3,3474
27-06-2017,location_4,1609
27-06-2017,location_5,1566
27-06-2017,location_6,1990
27-06-2017,location_7,1741
27-06-2017,location_8,2704
27-06-2017,location_9,2129
27-06-2017,location_10,1088
27-06-2017,location_11,2245
27-06-2017,location_12,1335
27-06-2017,location_13,1156
27-06-2017,location_14,1555
27-06-2017,location_15,1293
27-06-2017,location_16,922
27-06-2017,location_17,1525
27-06-2017,location_18,1224
27-06-2017,location_19,1680
27-06-2017,location_20,1794
27-06-2017,location_23,1090
27-06-2017,location_24,2452
27-06-2017,location_25,1104
27-06-2017,location_26,566
27-06-2017,location_27,1821
27-06-2017,location_28,1243
27-06-2017,location_29,1041
27-06-2017,location_30,749
27-06-2017,location_31,1547
27-06-2017,location_32,652
27-06-2017,location_33,1139
27-06-2017,location_34,2259
27-06-2017,location_35,770
27-06-2017,location_36,1130
27-06-2017,location_37,1518
27-06-2017,location_38,2133
27-06-2017,location_39,1551
27-06-2017,location_40,1393
27-06-2017,location_41,1120
27-06-2017,location_43,1319
27-06-2017,location_44,4944
27-06-2017,location_45,4208
27-06-2017,location_46,4297
27-06-2017,location_47,4469
27-06-2017,location_48,3465
27-06-2017,location_49,3007
27-06-2017,location_50,2964
27-06-2017,location_51,1862
27-06-2017,location_53,963
27-06-2017,location_54,966
28-06-2017,location_1,539
28-06-2017,location_2,1943
28-06-2017,location_3,3604
28-06-2017,location_4,1761
28-06-2017,location_5,1179
28-06-2017,location_6,2152
28-06-2017,location_7,1484
28-06-2017,location_8,2633
28-06-2017,location_9,2265
28-06-2017,location_10,936
28-06-2017,location_11,2366
28-06-2017,location_12,1294
28-06-2017,location_13,958
28-06-2017,location_14,1016
28-06-2017,location_15,1044
28-06-2017,location_16,1064
28-06-2017,location_17,1530
28-06-2017,location_18,1378
28-06-2017,location_19,1138
28-06-2017,location_20,2296
28-06-2017,location_23,972
28-06-2017,location_24,1921
28-06-2017,location_25,718
28-06-2017,location_26,593
28-06-2017,location_27,1967
28-06-2017,location_28,1633
28-06-2017,location_29,1333
28-06-2017,location_30,689
28-06-2017,location_31,1740
28-06-2017,location_32,698
28-06-2017,location_33,1162
28-06-2017,location_34,2042
28-06-2017,location_35,819
28-06-2017,location_36,1217
28-06-2017,location_37,1366
28-06-2017,location_38,2170
28-06-2017,location_39,1555
28-06-2017,location_40,1318
28-06-2017,location_41,1419
28-06-2017,location_43,1511
28-06-2017,location_44,5182
28-06-2017,location_45,4395
28-06-2017,location_46,4744
28-06-2017,location_47,4711
28-06-2017,location_48,4205
28-06-2017,location_49,3238
28-06-2017,location_50,3085
28-06-2017,location_51,2010
28-06-2017,location_53,1078
28-06-2017,location_54,1099
29-06-2017,location_1,1838
29-06-2017,location_2,1816
29-06-2017,location_3,2951
29-06-2017,location_4,1336
29-06-2017,location_5,1403
29-06-2017,location_6,1609
29-06-2017,location_7,1813
29-06-2017,location_8,2660
29-06-2017,location_9,1799
29-06-2017,location_10,957
29-06-2017,location_11,1872
29-06-2017,location_12,1179
29-06-2017,location_13,902
29-06-2017,location_14,1438
29-06-2017,location_15,1482
29-06-2017,location_16,925
29-06-2017,location_17,1355
29-06-2017,location_18,1321
29-06-2017,location_19,1176
29-06-2017,location_20,1313
29-06-2017,location_23,935
29-06-2017,location_24,2376
29-06-2017,location_25,590
29-06-2017,location_26,468
29-06-2017,location_27,1374
29-06-2017,location_28,982
29-06-2017,location_29,903
29-06-2017,location_30,660
29-06-2017,location_31,1354
29-06-2017,location_32,554
29-06-2017,location_33,977
29-06-2017,location_34,2000
29-06-2017,location_35,654
29-06-2017,location_36,1037
29-06-2017,location_37,1502
29-06-2017,location_38,1407
29-06-2017,location_39,1232
29-06-2017,location_40,1467
29-06-2017,location_41,883
29-06-2017,location_43,1287
29-06-2017,location_44,3736
29-06-2017,location_45,3054
29-06-2017,location_46,2990
29-06-2017,location_47,3354
29-06-2017,location_48,2361
29-06-2017,location_49,2497
29-06-2017,location_50,2075
29-06-2017,location_51,1564
29-06-2017,location_53,683
29-06-2017,location_54,845
30-06-2017,location_1,1881
30-06-2017,location_2,1811
30-06-2017,location_3,2863
30-06-2017,location_4,1338
30-06-2017,location_5,1393
30-06-2017,location_6,1679
30-06-2017,location_7,1767
30-06-2017,location_8,2614
30-06-2017,location_9,2044
30-06-2017,location_10,994
30-06-2017,location_11,2255
30-06-2017,location_12,1223
30-06-2017,location_13,1004
30-06-2017,location_14,1391
30-06-2017,location_15,1502
30-06-2017,location_16,926
30-06-2017,location_17,1336
30-06-2017,location_18,1376
30-06-2017,location_19,1207
30-06-2017,location_20,1398
30-06-2017,location_23,981
30-06-2017,location_24,2479
30-06-2017,location_25,651
30-06-2017,location_26,545
30-06-2017,location_27,1355
30-06-2017,location_28,1226
30-06-2017,location_29,1053
30-06-2017,location_30,742
30-06-2017,location_31,1405
30-06-2017,location_32,632
30-06-2017,location_33,1152
30-06-2017,location_34,2119
30-06-2017,location_35,731
30-06-2017,location_36,1254
30-06-2017,location_37,1490
30-06-2017,location_38,1530
30-06-2017,location_39,1385
30-06-2017,location_40,1559
30-06-2017,location_41,921
30-06-2017,location_43,1376
30-06-2017,location_44,3706
30-06-2017,location_45,3081
30-06-2017,location_46,3035
30-06-2017,location_47,3343
30-06-2017,location_48,2589
30-06-2017,location_49,2475
30-06-2017,location_50,2404
30-06-2017,location_51,1510
30-06-2017,location_53,685
30-06-2017,location_54,848
01-07-2017,location_1,1947
01-07-2017,location_2,2112
01-07-2017,location_3,3486
01-07-2017,location_4,1600
01-07-2017,location_5,1517
01-07-2017,location_6,1888
01-07-2017,location_7,2037
01-07-2017,location_8,2913
01-07-2017,location_9,2261
01-07-2017,location_10,1041
01-07-2017,location_11,2414
01-07-2017,location_12,1274
01-07-2017,location_13,946
01-07-2017,location_14,1424
01-07-2017,location_15,1486
01-07-2017,location_16,923
01-07-2017,location_17,1357
01-07-2017,location_18,1402
01-07-2017,location_19,1343
01-07-2017,location_20,1657
01-07-2017,location_23,1083
01-07-2017,location_24,2705
01-07-2017,location_25,811
01-07-2017,location_26,722
01-07-2017,location_27,1568
01-07-2017,location_28,1182
01-07-2017,location_29,1025
01-07-2017,location_30,755
01-07-2017,location_31,1466
01-07-2017,location_32,654
01-07-2017,location_33,1090
01-07-2017,location_34,2108
01-07-2017,location_35,750
01-07-2017,location_36,1222
01-07-2017,location_37,1798
01-07-2017,location_38,1855
01-07-2017,location_39,1322
01-07-2017,location_40,1547
01-07-2017,location_41,1121
01-07-2017,location_43,1350
01-07-2017,location_44,4450
01-07-2017,location_45,3621
01-07-2017,location_46,3785
01-07-2017,location_47,3975
01-07-2017,location_48,3128
01-07-2017,location_49,2978
01-07-2017,location_50,2418
01-07-2017,location_51,1876
01-07-2017,location_53,950
01-07-2017,location_54,774
02-07-2017,location_1,1846
02-07-2017,location_2,2003
02-07-2017,location_3,3169
02-07-2017,location_4,1457
02-07-2017,location_5,1357
02-07-2017,location_6,1771
02-07-2017,location_7,1747
02-07-2017,location_8,2757
02-07-2017,location_9,2358
02-07-2017,location_10,1039
02-07-2017,location_11,2434
02-07-2017,location_12,1266
02-07-2017,location_13,944
02-07-2017,location_14,1454
02-07-2017,location_15,1611
02-07-2017,location_16,808
02-07-2017,location_17,1283
02-07-2017,location_18,1311
02-07-2017,location_19,1257
02-07-2017,location_20,1626
02-07-2017,location_23,960
02-07-2017,location_24,2467
02-07-2017,location_25,685
02-07-2017,location_26,583
02-07-2017,location_27,1373
02-07-2017,location_28,1179
02-07-2017,location_29,1000
02-07-2017,location_30,714
02-07-2017,location_31,1508
02-07-2017,location_32,641
02-07-2017,location_33,1068
02-07-2017,location_34,2157
02-07-2017,location_35,724
02-07-2017,location_36,1206
02-07-2017,location_37,1636
02-07-2017,location_38,1561
02-07-2017,location_39,1427
02-07-2017,location_40,1417
02-07-2017,location_41,960
02-07-2017,location_43,1335
02-07-2017,location_44,3945
02-07-2017,location_45,3281
02-07-2017,location_46,3382
02-07-2017,location_47,3829
02-07-2017,location_48,3005
02-07-2017,location_49,2806
02-07-2017,location_50,2421
02-07-2017,location_51,1604
02-07-2017,location_53,748
02-07-2017,location_54,742
03-07-2017,location_1,2012
03-07-2017,location_2,2178
03-07-2017,location_3,3611
03-07-2017,location_4,1637
03-07-2017,location_5,1197
03-07-2017,location_6,1894
03-07-2017,location_7,2059
03-07-2017,location_8,3078
03-07-2017,location_9,2132
03-07-2017,location_10,984
03-07-2017,location_11,2381
03-07-2017,location_12,1220
03-07-2017,location_13,1021
03-07-2017,location_14,1353
03-07-2017,location_15,1515
03-07-2017,location_16,793
03-07-2017,location_17,1275
03-07-2017,location_18,1229
03-07-2017,location_19,1270
03-07-2017,location_20,1516
03-07-2017,location_23,1100
03-07-2017,location_24,2753
03-07-2017,location_25,860
03-07-2017,location_26,642
03-07-2017,location_27,1398
03-07-2017,location_28,1027
03-07-2017,location_29,817
03-07-2017,location_30,714
03-07-2017,location_31,1319
03-07-2017,location_32,579
03-07-2017,location_33,949
03-07-2017,location_34,2270
03-07-2017,location_35,677
03-07-2017,location_36,1066
03-07-2017,location_37,1794
03-07-2017,location_38,1723
03-07-2017,location_39,1351
03-07-2017,location_40,1401
03-07-2017,location_41,949
03-07-2017,location_43,1322
03-07-2017,location_44,4727
03-07-2017,location_45,3937
03-07-2017,location_46,3750
03-07-2017,location_47,4108
03-07-2017,location_48,3153
03-07-2017,location_49,3179
03-07-2017,location_50,2563
03-07-2017,location_51,1930
03-07-2017,location_53,870
03-07-2017,location_54,818
04-07-2017,location_1,1264
04-07-2017,location_2,2341
04-07-2017,location_3,3880
04-07-2017,location_4,1779
04-07-2017,location_5,1518
04-07-2017,location_6,2246
04-07-2017,location_7,1793
04-07-2017,location_8,3051
04-07-2017,location_9,2581
04-07-2017,location_10,1239
04-07-2017,location_11,2676
04-07-2017,location_12,1358
04-07-2017,location_13,1249
04-07-2017,location_14,1730
04-07-2017,location_15,1473
04-07-2017,location_16,1032
04-07-2017,location_17,1558
04-07-2017,location_18,1396
04-07-2017,location_19,1902
04-07-2017,location_20,2075
04-07-2017,location_23,1076
04-07-2017,location_24,2554
04-07-2017,location_25,1167
04-07-2017,location_26,624
04-07-2017,location_27,1872
04-07-2017,location_28,1510
04-07-2017,location_29,1193
04-07-2017,location_30,772
04-07-2017,location_31,1602
04-07-2017,location_32,766
04-07-2017,location_33,1234
04-07-2017,location_34,2535
04-07-2017,location_35,880
04-07-2017,location_36,1303
04-07-2017,location_37,1647
04-07-2017,location_38,2317
04-07-2017,location_39,1727
04-07-2017,location_40,1580
04-07-2017,location_41,1250
04-07-2017,location_43,1573
04-07-2017,location_44,5243
04-07-2017,location_45,4314
04-07-2017,location_46,5041
04-07-2017,location_47,4699
04-07-2017,location_48,4140
04-07-2017,location_49,3526
04-07-2017,location_50,3431
04-07-2017,location_51,2240
04-07-2017,location_53,1096
04-07-2017,location_54,1063
05-07-2017,location_1,514
05-07-2017,location_2,2156
05-07-2017,location_3,3765
05-07-2017,location_4,1794
05-07-2017,location_5,1400
05-07-2017,location_6,2034
05-07-2017,location_7,1302
05-07-2017,location_8,2482
05-07-2017,location_9,2421
05-07-2017,location_10,965
05-07-2017,location_11,2500
05-07-2017,location_12,1322
05-07-2017,location_13,939
05-07-2017,location_14,1065
05-07-2017,location_15,996
05-07-2017,location_16,1095
05-07-2017,location_17,1396
05-07-2017,location_18,1568
05-07-2017,location_19,1189
05-07-2017,location_20,2208
05-07-2017,location_23,971
05-07-2017,location_24,2042
05-07-2017,location_25,1089
05-07-2017,location_26,646
05-07-2017,location_27,1937
05-07-2017,location_28,1820
05-07-2017,location_29,1407
05-07-2017,location_30,752
05-07-2017,location_31,1832
05-07-2017,location_32,722
05-07-2017,location_33,1191
05-07-2017,location_34,2259
05-07-2017,location_35,858
05-07-2017,location_36,1203
05-07-2017,location_37,1302
05-07-2017,location_38,2290
05-07-2017,location_39,1532
05-07-2017,location_40,1304
05-07-2017,location_41,1393
05-07-2017,location_43,1488
05-07-2017,location_44,3952
05-07-2017,location_45,4247
05-07-2017,location_46,4944
05-07-2017,location_47,4841
05-07-2017,location_48,4493
05-07-2017,location_49,2677
05-07-2017,location_50,3351
05-07-2017,location_51,2435
05-07-2017,location_53,999
05-07-2017,location_54,1160
06-07-2017,location_1,1338
06-07-2017,location_2,2154
06-07-2017,location_3,3309
06-07-2017,location_4,1298
06-07-2017,location_5,1655
06-07-2017,location_6,2152
06-07-2017,location_7,1901
06-07-2017,location_8,2131
06-07-2017,location_9,2625
06-07-2017,location_10,969
06-07-2017,location_11,2501
06-07-2017,location_12,1248
06-07-2017,location_13,1033
06-07-2017,location_14,1527
06-07-2017,location_15,1536
06-07-2017,location_16,1053
06-07-2017,location_17,1481
06-07-2017,location_18,843
06-07-2017,location_19,1309
06-07-2017,location_20,1688
06-07-2017,location_23,1046
06-07-2017,location_24,1365
06-07-2017,location_25,857
06-07-2017,location_26,514
06-07-2017,location_27,1825
06-07-2017,location_28,1143
06-07-2017,location_29,1164
06-07-2017,location_30,549
06-07-2017,location_31,1567
06-07-2017,location_32,586
06-07-2017,location_33,1191
06-07-2017,location_34,1559
06-07-2017,location_35,743
06-07-2017,location_36,1187
06-07-2017,location_37,1488
06-07-2017,location_38,1932
06-07-2017,location_39,1453
06-07-2017,location_40,1497
06-07-2017,location_41,1163
06-07-2017,location_43,1420
06-07-2017,location_44,2968
06-07-2017,location_45,4434
06-07-2017,location_46,4159
06-07-2017,location_47,4053
06-07-2017,location_48,3656
06-07-2017,location_49,3289
06-07-2017,location_50,2664
06-07-2017,location_51,989
06-07-2017,location_53,997
06-07-2017,location_54,938
07-07-2017,location_2,1185
07-07-2017,location_3,2213
07-07-2017,location_4,785
07-07-2017,location_5,1404
07-07-2017,location_6,1585
07-07-2017,location_7,1280
07-07-2017,location_8,1360
07-07-2017,location_9,2070
07-07-2017,location_10,906
07-07-2017,location_11,2623
07-07-2017,location_12,1249
07-07-2017,location_13,1040
07-07-2017,location_14,1367
07-07-2017,location_15,1318
07-07-2017,location_16,1021
07-07-2017,location_17,1427
07-07-2017,location_18,704
07-07-2017,location_19,1168
07-07-2017,location_20,1649
07-07-2017,location_23,1006
07-07-2017,location_24,2516
07-07-2017,location_25,645
07-07-2017,location_26,608
07-07-2017,location_27,1416
07-07-2017,location_28,1288
07-07-2017,location_29,1152
07-07-2017,location_30,739
07-07-2017,location_31,1455
07-07-2017,location_32,606
07-07-2017,location_33,1207
07-07-2017,location_34,2222
07-07-2017,location_35,754
07-07-2017,location_36,1217
07-07-2017,location_37,1477
07-07-2017,location_38,1563
07-07-2017,location_39,1442
07-07-2017,location_40,1577
07-07-2017,location_41,921
07-07-2017,location_43,1451
07-07-2017,location_44,2510
07-07-2017,location_45,3775
07-07-2017,location_46,3379
07-07-2017,location_47,3014
07-07-2017,location_48,3526
07-07-2017,location_49,2708
07-07-2017,location_50,2939
07-07-2017,location_51,1645
07-07-2017,location_53,687
07-07-2017,location_54,917
08-07-2017,location_1,2015
08-07-2017,location_2,2067
08-07-2017,location_3,3463
08-07-2017,location_4,1545
08-07-2017,location_5,1530
08-07-2017,location_6,1763
08-07-2017,location_7,1807
08-07-2017,location_8,3086
08-07-2017,location_9,2063
08-07-2017,location_10,964
08-07-2017,location_11,2279
08-07-2017,location_12,1149
08-07-2017,location_13,899
08-07-2017,location_14,1299
08-07-2017,location_15,1442
08-07-2017,location_16,873
08-07-2017,location_17,1316
08-07-2017,location_18,1438
08-07-2017,location_19,1192
08-07-2017,location_20,1466
08-07-2017,location_23,977
08-07-2017,location_24,2542
08-07-2017,location_25,748
08-07-2017,location_26,530
08-07-2017,location_27,1474
08-07-2017,location_28,997
08-07-2017,location_29,979
08-07-2017,location_30,674
08-07-2017,location_31,1261
08-07-2017,location_32,589
08-07-2017,location_33,920
08-07-2017,location_34,2021
08-07-2017,location_35,639
08-07-2017,location_36,1022
08-07-2017,location_37,1708
08-07-2017,location_38,1618
08-07-2017,location_39,1306
08-07-2017,location_40,1416
08-07-2017,location_41,1025
08-07-2017,location_43,1285
08-07-2017,location_44,4560
08-07-2017,location_45,3572
08-07-2017,location_46,3542
08-07-2017,location_47,4058
08-07-2017,location_48,2757
08-07-2017,location_49,2612
08-07-2017,location_50,2303
08-07-2017,location_51,1743
08-07-2017,location_53,820
08-07-2017,location_54,762
09-07-2017,location_1,1983
09-07-2017,location_2,1880
09-07-2017,location_3,3121
09-07-2017,location_4,1460
09-07-2017,location_5,1498
09-07-2017,location_6,1653
09-07-2017,location_7,1830
09-07-2017,location_8,2751
09-07-2017,location_9,2107
09-07-2017,location_10,938
09-07-2017,location_11,2224
09-07-2017,location_12,1189
09-07-2017,location_13,871
09-07-2017,location_14,1431
09-07-2017,location_15,1448
09-07-2017,location_16,891
09-07-2017,location_17,1196
09-07-2017,location_18,1403
09-07-2017,location_19,1137
09-07-2017,location_20,1531
09-07-2017,location_23,957
09-07-2017,location_24,2343
09-07-2017,location_25,676
09-07-2017,location_26,444
09-07-2017,location_27,1235
09-07-2017,location_28,973
09-07-2017,location_29,921
09-07-2017,location_30,664
09-07-2017,location_31,1440
09-07-2017,location_32,604
09-07-2017,location_33,1027
09-07-2017,location_34,1972
09-07-2017,location_35,647
09-07-2017,location_36,1059
09-07-2017,location_37,1571
09-07-2017,location_38,1467
09-07-2017,location_39,1297
09-07-2017,location_40,1293
09-07-2017,location_41,888
09-07-2017,location_43,1193
09-07-2017,location_44,3858
09-07-2017,location_45,3198
09-07-2017,location_46,3199
09-07-2017,location_47,3405
09-07-2017,location_48,2628
09-07-2017,location_49,2579
09-07-2017,location_50,2208
09-07-2017,location_51,1453
09-07-2017,location_53,710
09-07-2017,location_54,746
10-07-2017,location_1,1980
10-07-2017,location_2,1966
10-07-2017,location_3,3295
10-07-2017,location_4,1503
10-07-2017,location_5,1496
10-07-2017,location_6,1763
10-07-2017,location_7,1928
10-07-2017,location_8,2928
10-07-2017,location_9,1795
10-07-2017,location_10,894
10-07-2017,location_11,2195
10-07-2017,location_12,1137
10-07-2017,location_13,877
10-07-2017,location_14,1284
10-07-2017,location_15,1426
10-07-2017,location_16,875
10-07-2017,location_17,1122
10-07-2017,location_18,1251
10-07-2017,location_19,1174
10-07-2017,location_20,1296
10-07-2017,location_23,1068
10-07-2017,location_24,2557
10-07-2017,location_25,805
10-07-2017,location_26,496
10-07-2017,location_27,1353
10-07-2017,location_28,945
